"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Mar 30 14:17:27 GMT 2023","Thu Mar 30 14:17:32 GMT 2023","5239","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"broken","Thu Mar 30 14:17:33 GMT 2023","Thu Mar 30 14:17:38 GMT 2023","5240","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"broken","Thu Mar 30 14:16:54 GMT 2023","Thu Mar 30 14:16:59 GMT 2023","5334","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"broken","Thu Mar 30 14:16:47 GMT 2023","Thu Mar 30 14:16:53 GMT 2023","5315","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"broken","Thu Mar 30 14:17:46 GMT 2023","Thu Mar 30 14:17:52 GMT 2023","5331","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"broken","Thu Mar 30 14:17:40 GMT 2023","Thu Mar 30 14:17:45 GMT 2023","5320","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"broken","Thu Mar 30 14:17:07 GMT 2023","Thu Mar 30 14:17:12 GMT 2023","5330","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"broken","Thu Mar 30 14:17:01 GMT 2023","Thu Mar 30 14:17:06 GMT 2023","5337","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"passed","Thu Mar 30 14:16:43 GMT 2023","Thu Mar 30 14:16:43 GMT 2023","293","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Thu Mar 30 14:16:44 GMT 2023","Thu Mar 30 14:16:45 GMT 2023","334","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"passed","Thu Mar 30 14:16:39 GMT 2023","Thu Mar 30 14:16:42 GMT 2023","2305","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"broken","Thu Mar 30 14:17:20 GMT 2023","Thu Mar 30 14:17:25 GMT 2023","5240","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Thu Mar 30 14:16:46 GMT 2023","Thu Mar 30 14:16:46 GMT 2023","263","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Thu Mar 30 14:16:36 GMT 2023","Thu Mar 30 14:16:38 GMT 2023","2393","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"broken","Thu Mar 30 14:17:14 GMT 2023","Thu Mar 30 14:17:19 GMT 2023","5243","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"passed","Thu Mar 30 14:17:53 GMT 2023","Thu Mar 30 14:17:55 GMT 2023","2488","test_conduit_vizsgaremek","test_registration","TestConduit","","","test_registration",""
"passed","Thu Mar 30 14:16:32 GMT 2023","Thu Mar 30 14:16:34 GMT 2023","2128","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_accept_cookies",""
