"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 14:20:45 GMT 2023","Thu Apr 06 14:20:46 GMT 2023","900","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"passed","Thu Apr 06 14:20:34 GMT 2023","Thu Apr 06 14:20:37 GMT 2023","2457","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_cookies",""
"passed","Thu Apr 06 14:21:28 GMT 2023","Thu Apr 06 14:21:35 GMT 2023","7379","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Thu Apr 06 14:22:24 GMT 2023","Thu Apr 06 14:22:30 GMT 2023","5421","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"passed","Thu Apr 06 14:20:47 GMT 2023","Thu Apr 06 14:20:47 GMT 2023","386","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Thu Apr 06 14:20:51 GMT 2023","Thu Apr 06 14:20:52 GMT 2023","356","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Thu Apr 06 14:21:00 GMT 2023","Thu Apr 06 14:21:05 GMT 2023","5478","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"passed","Thu Apr 06 14:21:15 GMT 2023","Thu Apr 06 14:21:27 GMT 2023","11821","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"passed","Thu Apr 06 14:20:38 GMT 2023","Thu Apr 06 14:20:41 GMT 2023","2854","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration",""
"passed","Thu Apr 06 14:20:49 GMT 2023","Thu Apr 06 14:20:50 GMT 2023","938","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"passed","Thu Apr 06 14:20:43 GMT 2023","Thu Apr 06 14:20:44 GMT 2023","981","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"passed","Thu Apr 06 14:21:54 GMT 2023","Thu Apr 06 14:22:16 GMT 2023","22259","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Thu Apr 06 14:20:53 GMT 2023","Thu Apr 06 14:20:58 GMT 2023","5558","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"passed","Thu Apr 06 14:22:17 GMT 2023","Thu Apr 06 14:22:23 GMT 2023","5608","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Thu Apr 06 14:21:37 GMT 2023","Thu Apr 06 14:21:52 GMT 2023","15607","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Thu Apr 06 14:21:07 GMT 2023","Thu Apr 06 14:21:13 GMT 2023","6736","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
