"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 08:42:49 GMT 2023","Tue Apr 04 08:42:50 GMT 2023","847","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"passed","Tue Apr 04 08:43:07 GMT 2023","Tue Apr 04 08:43:23 GMT 2023","15858","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"broken","Tue Apr 04 08:43:40 GMT 2023","Tue Apr 04 08:43:45 GMT 2023","5241","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Tue Apr 04 08:43:03 GMT 2023","Tue Apr 04 08:43:06 GMT 2023","2361","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"passed","Tue Apr 04 08:42:51 GMT 2023","Tue Apr 04 08:42:51 GMT 2023","288","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"broken","Tue Apr 04 08:42:31 GMT 2023","Tue Apr 04 08:42:42 GMT 2023","10543","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Tue Apr 04 08:43:47 GMT 2023","Tue Apr 04 08:43:48 GMT 2023","941","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Tue Apr 04 08:42:56 GMT 2023","Tue Apr 04 08:42:57 GMT 2023","974","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"passed","Tue Apr 04 08:42:55 GMT 2023","Tue Apr 04 08:42:55 GMT 2023","264","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"failed","Tue Apr 04 08:43:01 GMT 2023","Tue Apr 04 08:43:02 GMT 2023","1635","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"passed","Tue Apr 04 08:43:24 GMT 2023","Tue Apr 04 08:43:31 GMT 2023","6986","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Tue Apr 04 08:43:32 GMT 2023","Tue Apr 04 08:43:39 GMT 2023","6515","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Tue Apr 04 08:43:49 GMT 2023","Tue Apr 04 08:43:50 GMT 2023","839","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"passed","Tue Apr 04 08:42:58 GMT 2023","Tue Apr 04 08:42:59 GMT 2023","883","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"passed","Tue Apr 04 08:42:47 GMT 2023","Tue Apr 04 08:42:48 GMT 2023","887","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"passed","Tue Apr 04 08:42:43 GMT 2023","Tue Apr 04 08:42:46 GMT 2023","2953","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration",""
"passed","Tue Apr 04 08:42:53 GMT 2023","Tue Apr 04 08:42:54 GMT 2023","848","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
