"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 04 07:39:51 GMT 2023","Tue Apr 04 07:39:56 GMT 2023","5307","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Tue Apr 04 07:38:29 GMT 2023","Tue Apr 04 07:38:32 GMT 2023","2695","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"passed","Tue Apr 04 07:38:37 GMT 2023","Tue Apr 04 07:38:38 GMT 2023","389","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Tue Apr 04 07:38:39 GMT 2023","Tue Apr 04 07:38:40 GMT 2023","449","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"passed","Tue Apr 04 07:38:26 GMT 2023","Tue Apr 04 07:38:28 GMT 2023","2177","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_accept_cookies",""
"broken","Tue Apr 04 07:39:44 GMT 2023","Tue Apr 04 07:39:49 GMT 2023","5331","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Tue Apr 04 07:40:21 GMT 2023","Tue Apr 04 07:40:24 GMT 2023","2878","test_conduit_vizsgaremek","test_registration","TestConduit","","","test_registration",""
"broken","Tue Apr 04 07:39:19 GMT 2023","Tue Apr 04 07:39:29 GMT 2023","10575","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"broken","Tue Apr 04 07:39:30 GMT 2023","Tue Apr 04 07:39:36 GMT 2023","5331","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"broken","Tue Apr 04 07:38:55 GMT 2023","Tue Apr 04 07:39:05 GMT 2023","10558","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"broken","Tue Apr 04 07:38:43 GMT 2023","Tue Apr 04 07:38:53 GMT 2023","10504","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"passed","Tue Apr 04 07:38:33 GMT 2023","Tue Apr 04 07:38:36 GMT 2023","2406","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"broken","Tue Apr 04 07:39:57 GMT 2023","Tue Apr 04 07:40:08 GMT 2023","10537","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Tue Apr 04 07:38:41 GMT 2023","Tue Apr 04 07:38:41 GMT 2023","378","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"broken","Tue Apr 04 07:40:09 GMT 2023","Tue Apr 04 07:40:20 GMT 2023","10592","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"broken","Tue Apr 04 07:39:06 GMT 2023","Tue Apr 04 07:39:17 GMT 2023","10607","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"broken","Tue Apr 04 07:39:37 GMT 2023","Tue Apr 04 07:39:43 GMT 2023","5351","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
