"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 04 13:28:21 GMT 2023","Tue Apr 04 13:28:28 GMT 2023","7464","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_modify",""
"passed","Tue Apr 04 13:27:58 GMT 2023","Tue Apr 04 13:27:58 GMT 2023","273","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Tue Apr 04 13:28:06 GMT 2023","Tue Apr 04 13:28:12 GMT 2023","5365","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"passed","Tue Apr 04 13:29:38 GMT 2023","Tue Apr 04 13:29:43 GMT 2023","5321","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"passed","Tue Apr 04 13:29:08 GMT 2023","Tue Apr 04 13:29:30 GMT 2023","22328","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Tue Apr 04 13:27:46 GMT 2023","Tue Apr 04 13:27:49 GMT 2023","2467","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration",""
"passed","Tue Apr 04 13:27:56 GMT 2023","Tue Apr 04 13:27:57 GMT 2023","850","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"passed","Tue Apr 04 13:27:50 GMT 2023","Tue Apr 04 13:27:51 GMT 2023","882","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"passed","Tue Apr 04 13:28:30 GMT 2023","Tue Apr 04 13:28:41 GMT 2023","11528","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"passed","Tue Apr 04 13:27:52 GMT 2023","Tue Apr 04 13:27:53 GMT 2023","845","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"passed","Tue Apr 04 13:29:31 GMT 2023","Tue Apr 04 13:29:37 GMT 2023","5453","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Tue Apr 04 13:28:51 GMT 2023","Tue Apr 04 13:29:06 GMT 2023","15490","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Tue Apr 04 13:27:59 GMT 2023","Tue Apr 04 13:28:05 GMT 2023","5422","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"passed","Tue Apr 04 13:27:43 GMT 2023","Tue Apr 04 13:27:45 GMT 2023","2239","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_cookies",""
"passed","Tue Apr 04 13:27:54 GMT 2023","Tue Apr 04 13:27:55 GMT 2023","309","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Tue Apr 04 13:28:43 GMT 2023","Tue Apr 04 13:28:50 GMT 2023","7093","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Tue Apr 04 13:28:13 GMT 2023","Tue Apr 04 13:28:20 GMT 2023","6942","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
