"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 04 07:50:57 GMT 2023","Tue Apr 04 07:51:07 GMT 2023","10456","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Tue Apr 04 07:49:28 GMT 2023","Tue Apr 04 07:49:30 GMT 2023","2065","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_accept_cookies",""
"passed","Tue Apr 04 07:49:40 GMT 2023","Tue Apr 04 07:49:40 GMT 2023","374","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"broken","Tue Apr 04 07:50:30 GMT 2023","Tue Apr 04 07:50:36 GMT 2023","5281","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"broken","Tue Apr 04 07:50:19 GMT 2023","Tue Apr 04 07:50:29 GMT 2023","10519","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"broken","Tue Apr 04 07:50:44 GMT 2023","Tue Apr 04 07:50:49 GMT 2023","5279","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Tue Apr 04 07:49:35 GMT 2023","Tue Apr 04 07:49:37 GMT 2023","2342","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"passed","Tue Apr 04 07:49:38 GMT 2023","Tue Apr 04 07:49:39 GMT 2023","318","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Tue Apr 04 07:51:21 GMT 2023","Tue Apr 04 07:51:23 GMT 2023","2483","test_conduit_vizsgaremek","test_registration","TestConduit","","","test_registration",""
"broken","Tue Apr 04 07:50:50 GMT 2023","Tue Apr 04 07:50:56 GMT 2023","5273","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"broken","Tue Apr 04 07:50:37 GMT 2023","Tue Apr 04 07:50:42 GMT 2023","5285","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"broken","Tue Apr 04 07:51:09 GMT 2023","Tue Apr 04 07:51:19 GMT 2023","10533","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"broken","Tue Apr 04 07:49:43 GMT 2023","Tue Apr 04 07:49:54 GMT 2023","10471","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"broken","Tue Apr 04 07:50:07 GMT 2023","Tue Apr 04 07:50:17 GMT 2023","10496","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"passed","Tue Apr 04 07:49:42 GMT 2023","Tue Apr 04 07:49:42 GMT 2023","295","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Tue Apr 04 07:49:31 GMT 2023","Tue Apr 04 07:49:33 GMT 2023","2405","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"broken","Tue Apr 04 07:49:55 GMT 2023","Tue Apr 04 07:50:06 GMT 2023","10483","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
