"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Mar 30 13:53:08 GMT 2023","Thu Mar 30 13:53:10 GMT 2023","2239","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"broken","Thu Mar 30 13:53:15 GMT 2023","Thu Mar 30 13:53:18 GMT 2023","2233","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Thu Mar 30 13:52:21 GMT 2023","Thu Mar 30 13:52:23 GMT 2023","2400","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"broken","Thu Mar 30 13:52:44 GMT 2023","Thu Mar 30 13:52:49 GMT 2023","5329","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"passed","Thu Mar 30 13:52:25 GMT 2023","Thu Mar 30 13:52:27 GMT 2023","2308","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"broken","Thu Mar 30 13:52:37 GMT 2023","Thu Mar 30 13:52:43 GMT 2023","5311","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
"broken","Thu Mar 30 13:52:57 GMT 2023","Thu Mar 30 13:53:00 GMT 2023","2269","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"passed","Thu Mar 30 13:53:23 GMT 2023","Thu Mar 30 13:53:27 GMT 2023","4386","test_conduit_vizsgaremek","test_registration","TestConduit","","","test_registration",""
"broken","Thu Mar 30 13:53:05 GMT 2023","Thu Mar 30 13:53:07 GMT 2023","2236","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Thu Mar 30 13:52:28 GMT 2023","Thu Mar 30 13:52:31 GMT 2023","2272","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Thu Mar 30 13:52:36 GMT 2023","Thu Mar 30 13:52:36 GMT 2023","257","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Thu Mar 30 13:52:32 GMT 2023","Thu Mar 30 13:52:34 GMT 2023","2302","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"broken","Thu Mar 30 13:53:01 GMT 2023","Thu Mar 30 13:53:03 GMT 2023","2238","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"broken","Thu Mar 30 13:52:51 GMT 2023","Thu Mar 30 13:52:56 GMT 2023","5322","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"broken","Thu Mar 30 13:53:19 GMT 2023","Thu Mar 30 13:53:21 GMT 2023","2239","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"broken","Thu Mar 30 13:53:12 GMT 2023","Thu Mar 30 13:53:14 GMT 2023","2226","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Thu Mar 30 13:52:17 GMT 2023","Thu Mar 30 13:52:20 GMT 2023","2110","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_accept_cookies",""
