"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 04 10:22:35 GMT 2023","Tue Apr 04 10:22:42 GMT 2023","6904","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create2",""
"passed","Tue Apr 04 10:22:12 GMT 2023","Tue Apr 04 10:22:13 GMT 2023","832","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login2",""
"passed","Tue Apr 04 10:21:59 GMT 2023","Tue Apr 04 10:22:01 GMT 2023","2238","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_cookies",""
"passed","Tue Apr 04 10:23:14 GMT 2023","Tue Apr 04 10:23:29 GMT 2023","15488","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_delete",""
"passed","Tue Apr 04 10:24:01 GMT 2023","Tue Apr 04 10:24:06 GMT 2023","5334","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_log_out",""
"passed","Tue Apr 04 10:23:54 GMT 2023","Tue Apr 04 10:23:59 GMT 2023","5456","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_save_data_to_file",""
"passed","Tue Apr 04 10:22:06 GMT 2023","Tue Apr 04 10:22:07 GMT 2023","863","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration1",""
"passed","Tue Apr 04 10:22:08 GMT 2023","Tue Apr 04 10:22:09 GMT 2023","830","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration2",""
"passed","Tue Apr 04 10:22:03 GMT 2023","Tue Apr 04 10:22:05 GMT 2023","2447","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_registration",""
"passed","Tue Apr 04 10:22:22 GMT 2023","Tue Apr 04 10:22:27 GMT 2023","5335","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_tags",""
"passed","Tue Apr 04 10:22:14 GMT 2023","Tue Apr 04 10:22:14 GMT 2023","276","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login3",""
"passed","Tue Apr 04 10:22:10 GMT 2023","Tue Apr 04 10:22:11 GMT 2023","286","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_login1",""
"passed","Tue Apr 04 10:23:30 GMT 2023","Tue Apr 04 10:23:53 GMT 2023","22434","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_import_data_from_file",""
"passed","Tue Apr 04 10:23:01 GMT 2023","Tue Apr 04 10:23:13 GMT 2023","11496","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_comment_create",""
"passed","Tue Apr 04 10:22:43 GMT 2023","Tue Apr 04 10:23:00 GMT 2023","16371","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_delete",""
"failed","Tue Apr 04 10:22:29 GMT 2023","Tue Apr 04 10:22:34 GMT 2023","5658","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_article_create1",""
"passed","Tue Apr 04 10:22:15 GMT 2023","Tue Apr 04 10:22:21 GMT 2023","5407","test_conduit_vizsgaremek","test_conduit_vizsgaremek","TestConduit","","","test_page_number",""
